case_id,date,court_level,language,client_type,user_query,severity_score,primary_category
PK-KHI-2025-0172,2023-12-17,High Court,English,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,8.41,Criminal
PK-RWP-2023-0299,2025-02-04,District Court,English,NGO,A relative has illegally occupied our ancestral agricultural land in Faisalabad. Can we file a suit for possession and permanent injunction?,7.76,Property
PK-RWP-2023-0721,2025-03-29,Supreme Court,Urdu,Individual,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,4.95,Property
PK-KHI-2026-1046,2023-02-27,District Court,English,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,9.28,Criminal
PK-ISB-2024-0095,2022-08-26,Supreme Court,English,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,6.74,Criminal
PK-LHR-2024-0310,2026-05-07,District Court,Urdu,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,8.24,Criminal
PK-LHR-2026-0428,2026-01-12,District Court,English,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,9.77,Criminal
PK-MUX-2026-1020,2022-03-07,District Court,Urdu,Individual,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,7.63,Property
PK-LHR-2022-0188,2025-10-06,District Court,English,Corporate,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,7.48,Criminal
PK-FSD-2023-0666,2023-01-21,District Court,Urdu,Individual,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,6.69,Property
PK-MUX-2025-0651,2025-06-16,District Court,English,Individual,Can a gift deed (Hiba) of a house to a grandson be challenged in cort by other legl heirs?,8.35,Property
PK-KHI-2025-0952,2023-04-24,District Court,English,Corporate,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,4.5,Family
PK-LHR-2024-0161,2022-07-13,District Court,English,Individual,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,7.94,Property
PK-LHR-2023-0922,2022-04-07,District Court,English,Individual,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,6.16,Family
PK-ISB-2025-0788,2023-12-21,District Court,English,Individual,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,5.92,Family
PK-FSD-2023-0871,2022-10-10,High Court,English,Individual,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,6.04,Property
PK-ISB-2024-0630,2024-12-15,District Court,English,Individual,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,4.97,Property
PK-MUX-2022-0697,2024-01-19,District Court,Urdu,Individual,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,5.5,Property
PK-RWP-2023-0502,2025-04-08,High Court,English,Individual,I suffered an injury on the job due to lack of safety equipment. Am I entitled to compensation under the Workmen's Compensation Act?,3.82,Labor
PK-RWP-2022-1172,2022-08-16,District Court,English,Individual,How do I verify the registry and fard of a commercial property before purchasing it to avoid scams?,,Property
PK-MUX-2026-0917,2023-03-05,District Court,Urdu,Individual,My landlord is trying to evict me forcefully without giving the 3-month notice period written in our tenancy agreement.,5.22,Tenant
PK-LHR-2026-0707,2022-12-22,District Court,English,Individual,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,9.11,Property
PK-FSD-2024-1168,2025-02-06,District Court,English,Individual,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,6.71,Family
PK-LHR-2023-0600,2023-02-12,District Court,English,NGO,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedur in family cort?,6.91,Family
PK-FSD-2022-1145,2022-06-25,District Court,English,NGO,"The rented house needs urgent structural repairs, but the landlord refuses to pay for maintenance. Can I deduct it from the rent?",5.02,Tenant
PK-ISB-2025-0210,2025-05-08,High Court,Urdu,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,9.19,Criminal
PK-FSD-2025-1163,2022-01-16,High Court,Urdu,Individual,"Our tenancy agreement has expired, and the landlord is refusing to return our security deposit of two months.",3.03,Tenant
PK-RWP-2022-1130,2022-05-14,District Court,English,Corporate,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,8.89,Criminal
PK-MUX-2024-0031,2024-07-25,District Court,Urdu,,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,8.22,Family
PK-KHI-2022-0780,2022-07-23,High Court,Urdu,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,8.71,Criminal
PK-LHR-2023-0772,2023-12-28,Supreme Court,English,Individual,There is a dispute over the boundaries of our house with our neighbor. How can we request a legl land demarcation?,7.76,Property
PK-ISB-2024-0541,2025-12-25,District Court,Urdu,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,7.14,Criminal
PK-RWP-2022-0015,2025-05-11,District Court,English,NGO,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,7.83,Criminal
PK-MUX-2022-0765,2023-04-01,District Court,Urdu,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,,Criminal
PK-KHI-2026-0586,2022-01-24,District Court,Urdu,Individual,Is it legl for a private company to hold an employee's original academic degrees as security?,4.95,Labor
PK-KHI-2022-0668,2022-10-09,District Court,English,Individual,The airline lost my luggage during a domestic flight and is offering very low compensation. Can I sue them in consumer court?,15.0,Consumer
PK-KHI-2024-0975,2025-10-04,High Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,6.23,Criminal
PK-LHR-2022-0594,2026-02-23,District Court,Urdu,NGO,How do I verify the registry and fard of a commercial proprty before purchasing it to avoid scams?,8.25,Property
PK-RWP-2026-0314,2022-12-11,District Court,Urdu,Individual,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,7.57,Family
PK-FSD-2022-1104,2026-01-23,District Court,Urdu,Corporate,"I want to sublet a portion of my rented shop, but the landlord is objecting despite our oral agreement. What does the law say?",6.33,Tenant
PK-MUX-2023-0306,2025-02-10,District Court,English,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,7.53,Family
PK-RWP-2023-0336,2022-11-15,District Court,English,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,7.51,Criminal
PK-KHI-2022-0084,2025-02-16,High Court,Urdu,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,7.53,Criminal
PK-MUX-2023-0558,2024-02-28,High Court,English,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,8.97,Criminal
PK-KHI-2022-0427,2023-09-09,District Court,English,Individual,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,,Property
PK-RWP-2025-0906,2022-03-27,District Court,English,Corporate,A private hospital charged us excessively and committed medical negligence during a surgery. Where do we complain?,2.37,Consumer
PK-RWP-2025-1166,2022-04-16,High Court,English,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,7.66,Family
PK-FSD-2022-0182,2023-08-24,District Court,Urdu,Corporate,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,7.21,Criminal
PK-RWP-2023-0491,2026-03-31,District Court,English,Individual,Is it legal for a private company to hold an employee's original academic degrees as security?,7.28,Labor
PK-LHR-2024-0043,2023-12-21,District Court,English,Government,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,,Criminal
PK-ISB-2023-1007,2023-07-05,High Court,Urdu,Individual,What are the legl rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,6.76,Family
PK-FSD-2024-0263,2022-11-09,District Court,English,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,4.77,Family
PK-ISB-2024-0641,2025-12-24,District Court,English,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,10.0,Criminal
PK-RWP-2022-0250,2024-07-03,District Court,Urdu,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,6.99,Criminal
PK-ISB-2025-0356,2024-11-17,District Court,English,Corporate,A relative has illeglly occupied our ancestral agricultural land in Faisalabad. Can we file a suit for possession and permanent injunction?,6.98,Property
PK-LHR-2024-0184,2024-06-13,High Court,Urdu,Corporate,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,8.23,Criminal
